action,sample_id,input_path,split,source
thumbdown,thumbdown_5311__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_5311/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_5311__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_5311/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_5311__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_5311/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup_6002,./dataset/skeleton_final_v2/thumbup/thumbup_6002.npy,train,original_3d
thumbup,thumbup_6002__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_6002/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup_6002__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_6002/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup_6002__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_6002/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup_6002__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_6002/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (321),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (321).npy,train,original_3d
the-finger,the-finger-set2 (321)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (321)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (321)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (321)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (321)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (321)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (321)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (321)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (37),./dataset/skeleton_final_v2/thumbdown/thumbdown (37).npy,train,original_3d
thumbdown,thumbdown (37)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (37)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (37)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (37)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (37)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (37)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (37)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (37)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (56),./dataset/skeleton_final_v2/thumbup/thumbup (56).npy,train,original_3d
thumbup,thumbup (56)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (56)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (56)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (56)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (56)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (56)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (56)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (56)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (587),./dataset/skeleton_final_v2/scissors/scissors-set2 (587).npy,train,original_3d
scissors,scissors-set2 (587)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (587)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (587)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (587)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (587)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (587)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (587)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (587)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (443),./dataset/skeleton_final_v2/ok/ok_Set2_ (443).npy,train,original_3d
ok,ok_Set2_ (443)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (443)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (443)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (443)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (443)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (443)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (443)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (443)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_7968,./dataset/skeleton_final_v2/paper/paper_7968.npy,train,original_3d
paper,paper_7968__Cam_0,./dataset/multiview3d_blender/paper/paper_7968/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_7968__Cam_2,./dataset/multiview3d_blender/paper/paper_7968/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_7968__Cam_4,./dataset/multiview3d_blender/paper/paper_7968/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_7968__Cam_5,./dataset/multiview3d_blender/paper/paper_7968/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors_6967,./dataset/skeleton_final_v2/scissors/scissors_6967.npy,train,original_3d
scissors,scissors_6967__Cam_0,./dataset/multiview3d_blender/scissors/scissors_6967/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors_6967__Cam_2,./dataset/multiview3d_blender/scissors/scissors_6967/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors_6967__Cam_4,./dataset/multiview3d_blender/scissors/scissors_6967/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors_6967__Cam_5,./dataset/multiview3d_blender/scissors/scissors_6967/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (426),./dataset/skeleton_final_v2/scissors/scissors-set2 (426).npy,train,original_3d
scissors,scissors-set2 (426)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (426)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (426)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (426)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (426)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (426)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (426)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (426)/Cam_5.npy,train,multiview3d_Cam_5
rock,rock (6),./dataset/skeleton_final_v2/rock/rock (6).npy,train,original_3d
rock,rock (6)__Cam_0,./dataset/multiview3d_blender/rock/rock (6)/Cam_0.npy,train,multiview3d_Cam_0
rock,rock (6)__Cam_2,./dataset/multiview3d_blender/rock/rock (6)/Cam_2.npy,train,multiview3d_Cam_2
rock,rock (6)__Cam_4,./dataset/multiview3d_blender/rock/rock (6)/Cam_4.npy,train,multiview3d_Cam_4
rock,rock (6)__Cam_5,./dataset/multiview3d_blender/rock/rock (6)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper (261),./dataset/skeleton_final_v2/paper/paper (261).npy,train,original_3d
paper,paper (261)__Cam_0,./dataset/multiview3d_blender/paper/paper (261)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper (261)__Cam_2,./dataset/multiview3d_blender/paper/paper (261)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper (261)__Cam_4,./dataset/multiview3d_blender/paper/paper (261)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper (261)__Cam_5,./dataset/multiview3d_blender/paper/paper (261)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (366),./dataset/skeleton_final_v2/paper/paper-set2 (366).npy,train,original_3d
paper,paper-set2 (366)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (366)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (366)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (366)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (366)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (366)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (366)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (366)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_7488,./dataset/skeleton_final_v2/the-finger/the-finger_7488.npy,train,original_3d
the-finger,the-finger_7488__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_7488/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_7488__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_7488/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_7488__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_7488/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_7488__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_7488/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (398),./dataset/skeleton_final_v2/paper/paper-set2 (398).npy,train,original_3d
paper,paper-set2 (398)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (398)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (398)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (398)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (398)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (398)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (398)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (398)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (664),./dataset/skeleton_final_v2/scissors/scissors-set2 (664).npy,train,original_3d
scissors,scissors-set2 (664)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (664)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (664)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (664)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (664)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (664)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (664)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (664)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_7010,./dataset/skeleton_final_v2/ok/ok_7010.npy,train,original_3d
ok,ok_7010__Cam_0,./dataset/multiview3d_blender/ok/ok_7010/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_7010__Cam_2,./dataset/multiview3d_blender/ok/ok_7010/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_7010__Cam_4,./dataset/multiview3d_blender/ok/ok_7010/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_7010__Cam_5,./dataset/multiview3d_blender/ok/ok_7010/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (314),./dataset/skeleton_final_v2/thumbup/thumbup (314).npy,train,original_3d
thumbup,thumbup (314)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (314)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (314)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (314)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (314)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (314)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (314)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (314)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger (39),./dataset/skeleton_final_v2/the-finger/the-finger (39).npy,train,original_3d
the-finger,the-finger (39)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger (39)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger (39)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger (39)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger (39)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger (39)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger (39)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger (39)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (206),./dataset/skeleton_final_v2/thumbup/thumbup (206).npy,train,original_3d
thumbup,thumbup (206)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (206)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (206)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (206)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (206)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (206)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (206)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (206)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_7685,./dataset/skeleton_final_v2/ok/ok_7685.npy,train,original_3d
ok,ok_7685__Cam_0,./dataset/multiview3d_blender/ok/ok_7685/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_7685__Cam_2,./dataset/multiview3d_blender/ok/ok_7685/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_7685__Cam_4,./dataset/multiview3d_blender/ok/ok_7685/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_7685__Cam_5,./dataset/multiview3d_blender/ok/ok_7685/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (177),./dataset/skeleton_final_v2/paper/paper-set2 (177).npy,train,original_3d
paper,paper-set2 (177)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (177)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (177)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (177)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (177)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (177)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (177)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (177)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-11-2155,./dataset/skeleton_final_v2/thumbup/hand-11-2155.npy,train,original_3d
thumbup,hand-11-2155__Cam_0,./dataset/multiview3d_blender/thumbup/hand-11-2155/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-11-2155__Cam_2,./dataset/multiview3d_blender/thumbup/hand-11-2155/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-11-2155__Cam_4,./dataset/multiview3d_blender/thumbup/hand-11-2155/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-11-2155__Cam_5,./dataset/multiview3d_blender/thumbup/hand-11-2155/Cam_5.npy,train,multiview3d_Cam_5
rock,rock-set2 (284),./dataset/skeleton_final_v2/rock/rock-set2 (284).npy,train,original_3d
rock,rock-set2 (284)__Cam_0,./dataset/multiview3d_blender/rock/rock-set2 (284)/Cam_0.npy,train,multiview3d_Cam_0
rock,rock-set2 (284)__Cam_2,./dataset/multiview3d_blender/rock/rock-set2 (284)/Cam_2.npy,train,multiview3d_Cam_2
rock,rock-set2 (284)__Cam_4,./dataset/multiview3d_blender/rock/rock-set2 (284)/Cam_4.npy,train,multiview3d_Cam_4
rock,rock-set2 (284)__Cam_5,./dataset/multiview3d_blender/rock/rock-set2 (284)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_2241,./dataset/skeleton_final_v2/thumbdown/thumbdown_2241.npy,train,original_3d
thumbdown,thumbdown_2241__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_2241/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_2241__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_2241/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_2241__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_2241/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_2241__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_2241/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (218),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (218).npy,train,original_3d
the-finger,the-finger-set2 (218)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (218)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (218)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (218)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (218)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (218)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (218)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (218)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_6465,./dataset/skeleton_final_v2/the-finger/the-finger_6465.npy,train,original_3d
the-finger,the-finger_6465__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_6465/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_6465__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_6465/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_6465__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_6465/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_6465__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_6465/Cam_5.npy,train,multiview3d_Cam_5
rock,rock_6321,./dataset/skeleton_final_v2/rock/rock_6321.npy,train,original_3d
rock,rock_6321__Cam_0,./dataset/multiview3d_blender/rock/rock_6321/Cam_0.npy,train,multiview3d_Cam_0
rock,rock_6321__Cam_2,./dataset/multiview3d_blender/rock/rock_6321/Cam_2.npy,train,multiview3d_Cam_2
rock,rock_6321__Cam_4,./dataset/multiview3d_blender/rock/rock_6321/Cam_4.npy,train,multiview3d_Cam_4
rock,rock_6321__Cam_5,./dataset/multiview3d_blender/rock/rock_6321/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_4597,./dataset/skeleton_final_v2/paper/paper_4597.npy,train,original_3d
paper,paper_4597__Cam_0,./dataset/multiview3d_blender/paper/paper_4597/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_4597__Cam_2,./dataset/multiview3d_blender/paper/paper_4597/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_4597__Cam_4,./dataset/multiview3d_blender/paper/paper_4597/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_4597__Cam_5,./dataset/multiview3d_blender/paper/paper_4597/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_6707,./dataset/skeleton_final_v2/paper/paper_6707.npy,train,original_3d
paper,paper_6707__Cam_0,./dataset/multiview3d_blender/paper/paper_6707/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_6707__Cam_2,./dataset/multiview3d_blender/paper/paper_6707/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_6707__Cam_4,./dataset/multiview3d_blender/paper/paper_6707/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_6707__Cam_5,./dataset/multiview3d_blender/paper/paper_6707/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_72,./dataset/skeleton_final_v2/ok/ok_72.npy,train,original_3d
ok,ok_72__Cam_0,./dataset/multiview3d_blender/ok/ok_72/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_72__Cam_2,./dataset/multiview3d_blender/ok/ok_72/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_72__Cam_4,./dataset/multiview3d_blender/ok/ok_72/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_72__Cam_5,./dataset/multiview3d_blender/ok/ok_72/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger (114),./dataset/skeleton_final_v2/the-finger/the-finger (114).npy,train,original_3d
the-finger,the-finger (114)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger (114)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger (114)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger (114)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger (114)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger (114)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger (114)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger (114)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors_53,./dataset/skeleton_final_v2/scissors/scissors_53.npy,train,original_3d
scissors,scissors_53__Cam_0,./dataset/multiview3d_blender/scissors/scissors_53/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors_53__Cam_2,./dataset/multiview3d_blender/scissors/scissors_53/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors_53__Cam_4,./dataset/multiview3d_blender/scissors/scissors_53/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors_53__Cam_5,./dataset/multiview3d_blender/scissors/scissors_53/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (160),./dataset/skeleton_final_v2/paper/paper-set2 (160).npy,train,original_3d
paper,paper-set2 (160)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (160)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (160)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (160)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (160)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (160)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (160)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (160)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_4359,./dataset/skeleton_final_v2/thumbdown/thumbdown_4359.npy,train,original_3d
thumbdown,thumbdown_4359__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_4359/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_4359__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_4359/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_4359__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_4359/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_4359__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_4359/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (134),./dataset/skeleton_final_v2/scissors/scissors-set2 (134).npy,train,original_3d
scissors,scissors-set2 (134)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (134)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (134)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (134)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (134)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (134)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (134)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (134)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (277),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (277).npy,train,original_3d
the-finger,the-finger-set2 (277)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (277)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (277)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (277)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (277)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (277)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (277)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (277)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (216),./dataset/skeleton_final_v2/thumbdown/thumbdown (216).npy,train,original_3d
thumbdown,thumbdown (216)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (216)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (216)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (216)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (216)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (216)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (216)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (216)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (198),./dataset/skeleton_final_v2/thumbdown/thumbdown (198).npy,train,original_3d
thumbdown,thumbdown (198)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (198)/Cam_0.npy,train,multiview3d_Cam_0
