action,sample_id,input_path,split
rock,rock-set2 (433),./dataset/skeleton_final_v2/rock/rock-set2 (433).npy,train
the-finger,the-finger_1734,./dataset/skeleton_final_v2/the-finger/the-finger_1734.npy,train
scissors,scissors-set2 (136),./dataset/skeleton_final_v2/scissors/scissors-set2 (136).npy,train
thumbup,thumbup_8930,./dataset/skeleton_final_v2/thumbup/thumbup_8930.npy,train
paper,paper_2568,./dataset/skeleton_final_v2/paper/paper_2568.npy,train
ok,ok_5961,./dataset/skeleton_final_v2/ok/ok_5961.npy,train
thumbup,hand-9-1655,./dataset/skeleton_final_v2/thumbup/hand-9-1655.npy,train
paper,paper_5169,./dataset/skeleton_final_v2/paper/paper_5169.npy,train
scissors,scissors (298),./dataset/skeleton_final_v2/scissors/scissors (298).npy,train
ok,ok_Set2_ (69),./dataset/skeleton_final_v2/ok/ok_Set2_ (69).npy,train
thumbdown,thumbdown (317),./dataset/skeleton_final_v2/thumbdown/thumbdown (317).npy,train
the-finger,the-finger-set2 (219),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (219).npy,train
rock,rock_5080,./dataset/skeleton_final_v2/rock/rock_5080.npy,train
paper,paper-set2 (281),./dataset/skeleton_final_v2/paper/paper-set2 (281).npy,train
scissors,scissors (240),./dataset/skeleton_final_v2/scissors/scissors (240).npy,train
thumbdown,thumbdown (308),./dataset/skeleton_final_v2/thumbdown/thumbdown (308).npy,train
ok,ok_7677,./dataset/skeleton_final_v2/ok/ok_7677.npy,train
rock,rock (197),./dataset/skeleton_final_v2/rock/rock (197).npy,train
thumbdown,thumbdown (27),./dataset/skeleton_final_v2/thumbdown/thumbdown (27).npy,train
scissors,scissors-set2 (153),./dataset/skeleton_final_v2/scissors/scissors-set2 (153).npy,train
scissors,scissors-set2 (733),./dataset/skeleton_final_v2/scissors/scissors-set2 (733).npy,train
thumbdown,thumbdown (258),./dataset/skeleton_final_v2/thumbdown/thumbdown (258).npy,train
paper,paper-set2 (265),./dataset/skeleton_final_v2/paper/paper-set2 (265).npy,train
ok,ok_Set2_ (39),./dataset/skeleton_final_v2/ok/ok_Set2_ (39).npy,train
ok,ok_Set2_ (223),./dataset/skeleton_final_v2/ok/ok_Set2_ (223).npy,train
paper,paper_722,./dataset/skeleton_final_v2/paper/paper_722.npy,train
ok,ok_1207,./dataset/skeleton_final_v2/ok/ok_1207.npy,train
the-finger,the-finger_9440,./dataset/skeleton_final_v2/the-finger/the-finger_9440.npy,train
ok,ok_2892,./dataset/skeleton_final_v2/ok/ok_2892.npy,train
paper,paper_5906,./dataset/skeleton_final_v2/paper/paper_5906.npy,train
the-finger,the-finger_2308,./dataset/skeleton_final_v2/the-finger/the-finger_2308.npy,train
paper,paper_3827,./dataset/skeleton_final_v2/paper/paper_3827.npy,train
thumbup,thumbup_5794,./dataset/skeleton_final_v2/thumbup/thumbup_5794.npy,train
paper,paper (38),./dataset/skeleton_final_v2/paper/paper (38).npy,train
paper,paper_1436,./dataset/skeleton_final_v2/paper/paper_1436.npy,train
thumbup,thumbup_6416,./dataset/skeleton_final_v2/thumbup/thumbup_6416.npy,train
scissors,scissors-set2 (286),./dataset/skeleton_final_v2/scissors/scissors-set2 (286).npy,train
thumbup,thumbup (375),./dataset/skeleton_final_v2/thumbup/thumbup (375).npy,train
thumbup,thumbup_7212,./dataset/skeleton_final_v2/thumbup/thumbup_7212.npy,train
scissors,scissors-set2 (205),./dataset/skeleton_final_v2/scissors/scissors-set2 (205).npy,train
the-finger,the-finger_3470,./dataset/skeleton_final_v2/the-finger/the-finger_3470.npy,train
scissors,scissors_6738,./dataset/skeleton_final_v2/scissors/scissors_6738.npy,train
ok,ok_9230,./dataset/skeleton_final_v2/ok/ok_9230.npy,train
ok,ok_Set2_ (211),./dataset/skeleton_final_v2/ok/ok_Set2_ (211).npy,train
paper,paper-set2 (309),./dataset/skeleton_final_v2/paper/paper-set2 (309).npy,train
thumbup,thumbup_3014,./dataset/skeleton_final_v2/thumbup/thumbup_3014.npy,train
thumbup,thumbup_9336,./dataset/skeleton_final_v2/thumbup/thumbup_9336.npy,train
scissors,scissors-set2 (653),./dataset/skeleton_final_v2/scissors/scissors-set2 (653).npy,train
rock,rock-set2 (210),./dataset/skeleton_final_v2/rock/rock-set2 (210).npy,train
scissors,scissors-set2 (479),./dataset/skeleton_final_v2/scissors/scissors-set2 (479).npy,train
the-finger,the-finger_9062,./dataset/skeleton_final_v2/the-finger/the-finger_9062.npy,train
the-finger,the-finger_7822,./dataset/skeleton_final_v2/the-finger/the-finger_7822.npy,train
ok,ok_6170,./dataset/skeleton_final_v2/ok/ok_6170.npy,train
thumbdown,thumbdown (30),./dataset/skeleton_final_v2/thumbdown/thumbdown (30).npy,train
thumbup,thumbup (212),./dataset/skeleton_final_v2/thumbup/thumbup (212).npy,train
thumbdown,thumbdown_4426,./dataset/skeleton_final_v2/thumbdown/thumbdown_4426.npy,train
thumbdown,thumbdown_6837,./dataset/skeleton_final_v2/thumbdown/thumbdown_6837.npy,train
thumbup,thumbup (283),./dataset/skeleton_final_v2/thumbup/thumbup (283).npy,train
paper,paper-set2 (395),./dataset/skeleton_final_v2/paper/paper-set2 (395).npy,train
thumbup,hand-9-1760,./dataset/skeleton_final_v2/thumbup/hand-9-1760.npy,train
ok,ok_1947,./dataset/skeleton_final_v2/ok/ok_1947.npy,train
paper,paper-set2 (27),./dataset/skeleton_final_v2/paper/paper-set2 (27).npy,train
scissors,scissors-set2 (126),./dataset/skeleton_final_v2/scissors/scissors-set2 (126).npy,train
thumbdown,thumbdown_5336,./dataset/skeleton_final_v2/thumbdown/thumbdown_5336.npy,train
the-finger,the-finger_6282,./dataset/skeleton_final_v2/the-finger/the-finger_6282.npy,train
scissors,scissors_765,./dataset/skeleton_final_v2/scissors/scissors_765.npy,train
scissors,scissors (493),./dataset/skeleton_final_v2/scissors/scissors (493).npy,train
scissors,scissors_6378,./dataset/skeleton_final_v2/scissors/scissors_6378.npy,train
ok,ok (261),./dataset/skeleton_final_v2/ok/ok (261).npy,train
thumbup,thumbup (447),./dataset/skeleton_final_v2/thumbup/thumbup (447).npy,train
thumbup,thumbup (362),./dataset/skeleton_final_v2/thumbup/thumbup (362).npy,train
scissors,scissors_2595,./dataset/skeleton_final_v2/scissors/scissors_2595.npy,train
scissors,scissors-set2 (593),./dataset/skeleton_final_v2/scissors/scissors-set2 (593).npy,train
thumbdown,thumbdown (139),./dataset/skeleton_final_v2/thumbdown/thumbdown (139).npy,train
scissors,scissors_7671,./dataset/skeleton_final_v2/scissors/scissors_7671.npy,train
scissors,scissors-set2 (85),./dataset/skeleton_final_v2/scissors/scissors-set2 (85).npy,train
paper,paper-set2 (225),./dataset/skeleton_final_v2/paper/paper-set2 (225).npy,train
paper,paper-set2 (88),./dataset/skeleton_final_v2/paper/paper-set2 (88).npy,train
paper,paper-set2 (10),./dataset/skeleton_final_v2/paper/paper-set2 (10).npy,train
scissors,scissors (372),./dataset/skeleton_final_v2/scissors/scissors (372).npy,train
thumbup,thumbup_2043,./dataset/skeleton_final_v2/thumbup/thumbup_2043.npy,train
paper,paper_6914,./dataset/skeleton_final_v2/paper/paper_6914.npy,train
thumbdown,thumbdown (44),./dataset/skeleton_final_v2/thumbdown/thumbdown (44).npy,train
thumbup,thumbup (367),./dataset/skeleton_final_v2/thumbup/thumbup (367).npy,train
scissors,scissors-set2 (12),./dataset/skeleton_final_v2/scissors/scissors-set2 (12).npy,train
the-finger,the-finger_2256,./dataset/skeleton_final_v2/the-finger/the-finger_2256.npy,train
ok,ok_Set2_ (3),./dataset/skeleton_final_v2/ok/ok_Set2_ (3).npy,train
the-finger,the-finger-set2 (365),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (365).npy,train
ok,ok_Set2_ (280),./dataset/skeleton_final_v2/ok/ok_Set2_ (280).npy,train
paper,paper-set2 (19),./dataset/skeleton_final_v2/paper/paper-set2 (19).npy,train
scissors,scissors (469),./dataset/skeleton_final_v2/scissors/scissors (469).npy,train
thumbup,thumbup (369),./dataset/skeleton_final_v2/thumbup/thumbup (369).npy,train
thumbdown,thumbdown_4414,./dataset/skeleton_final_v2/thumbdown/thumbdown_4414.npy,train
thumbdown,thumbdown (141),./dataset/skeleton_final_v2/thumbdown/thumbdown (141).npy,train
thumbdown,thumbdown (88),./dataset/skeleton_final_v2/thumbdown/thumbdown (88).npy,train
paper,paper-set2 (32),./dataset/skeleton_final_v2/paper/paper-set2 (32).npy,train
paper,paper-set2 (375),./dataset/skeleton_final_v2/paper/paper-set2 (375).npy,train
scissors,scissors (19),./dataset/skeleton_final_v2/scissors/scissors (19).npy,train
scissors,scissors-set2 (432),./dataset/skeleton_final_v2/scissors/scissors-set2 (432).npy,train
paper,paper_1822,./dataset/skeleton_final_v2/paper/paper_1822.npy,train
paper,paper-set2 (397),./dataset/skeleton_final_v2/paper/paper-set2 (397).npy,train
thumbup,hand-7-1440,./dataset/skeleton_final_v2/thumbup/hand-7-1440.npy,train
scissors,scissors-set2 (300),./dataset/skeleton_final_v2/scissors/scissors-set2 (300).npy,train
thumbdown,thumbdown_5601,./dataset/skeleton_final_v2/thumbdown/thumbdown_5601.npy,train
thumbup,thumbup (153),./dataset/skeleton_final_v2/thumbup/thumbup (153).npy,train
ok,ok (128),./dataset/skeleton_final_v2/ok/ok (128).npy,train
paper,paper (76),./dataset/skeleton_final_v2/paper/paper (76).npy,train
rock,rock_6682,./dataset/skeleton_final_v2/rock/rock_6682.npy,train
thumbdown,hand-9-2015,./dataset/skeleton_final_v2/thumbdown/hand-9-2015.npy,train
paper,paper_6339,./dataset/skeleton_final_v2/paper/paper_6339.npy,train
ok,ok_2747,./dataset/skeleton_final_v2/ok/ok_2747.npy,train
the-finger,the-finger_6271,./dataset/skeleton_final_v2/the-finger/the-finger_6271.npy,train
thumbdown,thumbdown (231),./dataset/skeleton_final_v2/thumbdown/thumbdown (231).npy,train
the-finger,the-finger_2244,./dataset/skeleton_final_v2/the-finger/the-finger_2244.npy,train
scissors,scissors (56),./dataset/skeleton_final_v2/scissors/scissors (56).npy,train
rock,rock (3),./dataset/skeleton_final_v2/rock/rock (3).npy,train
thumbup,thumbup (178),./dataset/skeleton_final_v2/thumbup/thumbup (178).npy,train
thumbdown,thumbdown_5833,./dataset/skeleton_final_v2/thumbdown/thumbdown_5833.npy,train
ok,ok_Set2_ (449),./dataset/skeleton_final_v2/ok/ok_Set2_ (449).npy,train
ok,ok_Set2_ (385),./dataset/skeleton_final_v2/ok/ok_Set2_ (385).npy,train
paper,paper_4603,./dataset/skeleton_final_v2/paper/paper_4603.npy,train
scissors,scissors_759,./dataset/skeleton_final_v2/scissors/scissors_759.npy,train
paper,paper_714,./dataset/skeleton_final_v2/paper/paper_714.npy,train
thumbdown,thumbdown_5298,./dataset/skeleton_final_v2/thumbdown/thumbdown_5298.npy,train
paper,paper-set2 (322),./dataset/skeleton_final_v2/paper/paper-set2 (322).npy,train
thumbup,thumbup (485),./dataset/skeleton_final_v2/thumbup/thumbup (485).npy,train
thumbup,thumbup_7204,./dataset/skeleton_final_v2/thumbup/thumbup_7204.npy,train
the-finger,the-finger-set2 (394),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (394).npy,train
the-finger,the-finger-set2 (349),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (349).npy,train
ok,ok (248),./dataset/skeleton_final_v2/ok/ok (248).npy,train
rock,rock-set2 (308),./dataset/skeleton_final_v2/rock/rock-set2 (308).npy,train
ok,ok_Set2_ (330),./dataset/skeleton_final_v2/ok/ok_Set2_ (330).npy,train
thumbup,hand-11-2315,./dataset/skeleton_final_v2/thumbup/hand-11-2315.npy,train
scissors,scissors-set2 (394),./dataset/skeleton_final_v2/scissors/scissors-set2 (394).npy,train
paper,paper-set2 (112),./dataset/skeleton_final_v2/paper/paper-set2 (112).npy,train
the-finger,the-finger (136),./dataset/skeleton_final_v2/the-finger/the-finger (136).npy,train
scissors,scissors_6377,./dataset/skeleton_final_v2/scissors/scissors_6377.npy,train
thumbup,thumbup_7197,./dataset/skeleton_final_v2/thumbup/thumbup_7197.npy,train
scissors,scissors_6740,./dataset/skeleton_final_v2/scissors/scissors_6740.npy,train
thumbup,thumbup (96),./dataset/skeleton_final_v2/thumbup/thumbup (96).npy,train
thumbup,thumbup_7058,./dataset/skeleton_final_v2/thumbup/thumbup_7058.npy,train
scissors,scissors_1081,./dataset/skeleton_final_v2/scissors/scissors_1081.npy,train
scissors,scissors (117),./dataset/skeleton_final_v2/scissors/scissors (117).npy,train
ok,ok_5772,./dataset/skeleton_final_v2/ok/ok_5772.npy,train
the-finger,the-finger_7478,./dataset/skeleton_final_v2/the-finger/the-finger_7478.npy,train
paper,paper-set2 (488),./dataset/skeleton_final_v2/paper/paper-set2 (488).npy,train
thumbdown,thumbdown (327),./dataset/skeleton_final_v2/thumbdown/thumbdown (327).npy,train
the-finger,the-finger_2264,./dataset/skeleton_final_v2/the-finger/the-finger_2264.npy,train
the-finger,the-finger-set2 (419),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (419).npy,train
the-finger,the-finger_8288,./dataset/skeleton_final_v2/the-finger/the-finger_8288.npy,train
paper,paper_5453,./dataset/skeleton_final_v2/paper/paper_5453.npy,train
scissors,scissors-set2 (745),./dataset/skeleton_final_v2/scissors/scissors-set2 (745).npy,train
thumbdown,thumbdown_7451,./dataset/skeleton_final_v2/thumbdown/thumbdown_7451.npy,train
scissors,scissors (497),./dataset/skeleton_final_v2/scissors/scissors (497).npy,train
thumbdown,hand-11-800,./dataset/skeleton_final_v2/thumbdown/hand-11-800.npy,train
scissors,scissors_5740,./dataset/skeleton_final_v2/scissors/scissors_5740.npy,train
scissors,scissors-set2 (645),./dataset/skeleton_final_v2/scissors/scissors-set2 (645).npy,train
ok,ok_2753,./dataset/skeleton_final_v2/ok/ok_2753.npy,train
thumbdown,thumbdown_6812,./dataset/skeleton_final_v2/thumbdown/thumbdown_6812.npy,train
paper,paper_9126,./dataset/skeleton_final_v2/paper/paper_9126.npy,train
the-finger,the-finger_7824,./dataset/skeleton_final_v2/the-finger/the-finger_7824.npy,train
paper,paper-set2 (261),./dataset/skeleton_final_v2/paper/paper-set2 (261).npy,train
thumbdown,thumbdown (189),./dataset/skeleton_final_v2/thumbdown/thumbdown (189).npy,train
the-finger,the-finger-set2 (412),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (412).npy,train
thumbdown,hand-10-2225,./dataset/skeleton_final_v2/thumbdown/hand-10-2225.npy,train
thumbup,thumbup (425),./dataset/skeleton_final_v2/thumbup/thumbup (425).npy,train
ok,ok_4112,./dataset/skeleton_final_v2/ok/ok_4112.npy,train
thumbdown,thumbdown_7437,./dataset/skeleton_final_v2/thumbdown/thumbdown_7437.npy,train
the-finger,the-finger (19),./dataset/skeleton_final_v2/the-finger/the-finger (19).npy,train
scissors,scissors-set2 (252),./dataset/skeleton_final_v2/scissors/scissors-set2 (252).npy,train
scissors,scissors (105),./dataset/skeleton_final_v2/scissors/scissors (105).npy,train
rock,rock (257),./dataset/skeleton_final_v2/rock/rock (257).npy,train
scissors,scissors (164),./dataset/skeleton_final_v2/scissors/scissors (164).npy,train
the-finger,the-finger-set2 (72),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (72).npy,train
scissors,scissors-set2 (389),./dataset/skeleton_final_v2/scissors/scissors-set2 (389).npy,train
scissors,scissors (249),./dataset/skeleton_final_v2/scissors/scissors (249).npy,train
paper,paper-set2 (91),./dataset/skeleton_final_v2/paper/paper-set2 (91).npy,train
paper,paper-set2 (164),./dataset/skeleton_final_v2/paper/paper-set2 (164).npy,train
thumbup,thumbup_2083,./dataset/skeleton_final_v2/thumbup/thumbup_2083.npy,train
paper,paper_7323,./dataset/skeleton_final_v2/paper/paper_7323.npy,train
paper,paper-set2 (411),./dataset/skeleton_final_v2/paper/paper-set2 (411).npy,train
the-finger,the-finger-set2 (291),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (291).npy,train
the-finger,the-finger_3521,./dataset/skeleton_final_v2/the-finger/the-finger_3521.npy,train
paper,paper-set2 (466),./dataset/skeleton_final_v2/paper/paper-set2 (466).npy,train
scissors,scissors_2778,./dataset/skeleton_final_v2/scissors/scissors_2778.npy,train
ok,ok_Set2_ (423),./dataset/skeleton_final_v2/ok/ok_Set2_ (423).npy,train
ok,ok (215),./dataset/skeleton_final_v2/ok/ok (215).npy,train
paper,paper_1470,./dataset/skeleton_final_v2/paper/paper_1470.npy,train
thumbup,hand-8-3420,./dataset/skeleton_final_v2/thumbup/hand-8-3420.npy,train
thumbdown,hand-9-2110,./dataset/skeleton_final_v2/thumbdown/hand-9-2110.npy,train
thumbup,thumbup_8958,./dataset/skeleton_final_v2/thumbup/thumbup_8958.npy,train
ok,ok (169),./dataset/skeleton_final_v2/ok/ok (169).npy,train
thumbdown,hand-11-695,./dataset/skeleton_final_v2/thumbdown/hand-11-695.npy,train
scissors,scissors_6158,./dataset/skeleton_final_v2/scissors/scissors_6158.npy,train
paper,paper-set2 (99),./dataset/skeleton_final_v2/paper/paper-set2 (99).npy,train
paper,paper (17),./dataset/skeleton_final_v2/paper/paper (17).npy,train
scissors,scissors_6153,./dataset/skeleton_final_v2/scissors/scissors_6153.npy,train
ok,ok_1993,./dataset/skeleton_final_v2/ok/ok_1993.npy,train
thumbdown,thumbdown_4389,./dataset/skeleton_final_v2/thumbdown/thumbdown_4389.npy,train
scissors,scissors_6543,./dataset/skeleton_final_v2/scissors/scissors_6543.npy,train
thumbup,hand-8-3440,./dataset/skeleton_final_v2/thumbup/hand-8-3440.npy,train
scissors,scissors_6538,./dataset/skeleton_final_v2/scissors/scissors_6538.npy,train
thumbup,thumbup (164),./dataset/skeleton_final_v2/thumbup/thumbup (164).npy,train
thumbdown,thumbdown_5566,./dataset/skeleton_final_v2/thumbdown/thumbdown_5566.npy,train
rock,rock-set2 (361),./dataset/skeleton_final_v2/rock/rock-set2 (361).npy,train
paper,paper_6924,./dataset/skeleton_final_v2/paper/paper_6924.npy,train
ok,ok_Set2_ (557),./dataset/skeleton_final_v2/ok/ok_Set2_ (557).npy,train
the-finger,the-finger_5863,./dataset/skeleton_final_v2/the-finger/the-finger_5863.npy,train
scissors,scissors-set2 (603),./dataset/skeleton_final_v2/scissors/scissors-set2 (603).npy,train
ok,ok (216),./dataset/skeleton_final_v2/ok/ok (216).npy,train
scissors,scissors-set2 (550),./dataset/skeleton_final_v2/scissors/scissors-set2 (550).npy,train
paper,paper (90),./dataset/skeleton_final_v2/paper/paper (90).npy,train
ok,ok (5),./dataset/skeleton_final_v2/ok/ok (5).npy,train
the-finger,the-finger-set2 (426),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (426).npy,train
ok,ok_1566,./dataset/skeleton_final_v2/ok/ok_1566.npy,train
paper,paper_6335,./dataset/skeleton_final_v2/paper/paper_6335.npy,train
thumbup,thumbup (160),./dataset/skeleton_final_v2/thumbup/thumbup (160).npy,train
scissors,scissors-set2 (548),./dataset/skeleton_final_v2/scissors/scissors-set2 (548).npy,train
the-finger,the-finger_635,./dataset/skeleton_final_v2/the-finger/the-finger_635.npy,train
paper,paper-set2 (277),./dataset/skeleton_final_v2/paper/paper-set2 (277).npy,train
paper,paper-set2 (196),./dataset/skeleton_final_v2/paper/paper-set2 (196).npy,train
thumbup,thumbup_1684,./dataset/skeleton_final_v2/thumbup/thumbup_1684.npy,train
thumbup,thumbup_7046,./dataset/skeleton_final_v2/thumbup/thumbup_7046.npy,train
paper,paper-set2 (191),./dataset/skeleton_final_v2/paper/paper-set2 (191).npy,train
paper,paper-set2 (242),./dataset/skeleton_final_v2/paper/paper-set2 (242).npy,train
scissors,scissors_6949,./dataset/skeleton_final_v2/scissors/scissors_6949.npy,train
scissors,scissors (434),./dataset/skeleton_final_v2/scissors/scissors (434).npy,train
ok,ok_Set2_ (138),./dataset/skeleton_final_v2/ok/ok_Set2_ (138).npy,train
scissors,scissors_5756,./dataset/skeleton_final_v2/scissors/scissors_5756.npy,train
thumbdown,thumbdown (199),./dataset/skeleton_final_v2/thumbdown/thumbdown (199).npy,train
the-finger,the-finger_8346,./dataset/skeleton_final_v2/the-finger/the-finger_8346.npy,train
