action,sample_id,split,orig_input_path,cam_0_path,cam_1_path,cam_2_path,cam_3_path,cam_4_path,cam_5_path,cam_6_path,cam_7_path
paper,paper (44),train,./dataset/skeleton_final_v2/paper/paper (44).npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (44)_cam7.npy
rock,rock (19),train,./dataset/skeleton_final_v2/rock/rock (19).npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (19)_cam7.npy
ok,ok_1197,train,./dataset/skeleton_final_v2/ok/ok_1197.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_1197_cam7.npy
scissors,scissors (74),train,./dataset/skeleton_final_v2/scissors/scissors (74).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (74)_cam7.npy
thumbdown,thumbdown (261),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (261).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (261)_cam7.npy
thumbdown,thumbdown_5311,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5311.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5311_cam7.npy
thumbup,thumbup_6002,train,./dataset/skeleton_final_v2/thumbup/thumbup_6002.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6002_cam7.npy
the-finger,the-finger-set2 (321),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (321).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (321)_cam7.npy
thumbdown,thumbdown (37),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (37).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (37)_cam7.npy
thumbup,thumbup (56),train,./dataset/skeleton_final_v2/thumbup/thumbup (56).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (56)_cam7.npy
scissors,scissors-set2 (587),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (587).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (587)_cam7.npy
ok,ok_Set2_ (443),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (443).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (443)_cam7.npy
paper,paper_7968,train,./dataset/skeleton_final_v2/paper/paper_7968.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7968_cam7.npy
scissors,scissors_6967,train,./dataset/skeleton_final_v2/scissors/scissors_6967.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6967_cam7.npy
scissors,scissors-set2 (426),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (426).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (426)_cam7.npy
rock,rock (6),train,./dataset/skeleton_final_v2/rock/rock (6).npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (6)_cam7.npy
paper,paper (261),train,./dataset/skeleton_final_v2/paper/paper (261).npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (261)_cam7.npy
paper,paper-set2 (366),train,./dataset/skeleton_final_v2/paper/paper-set2 (366).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (366)_cam7.npy
the-finger,the-finger_7488,train,./dataset/skeleton_final_v2/the-finger/the-finger_7488.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7488_cam7.npy
paper,paper-set2 (398),train,./dataset/skeleton_final_v2/paper/paper-set2 (398).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (398)_cam7.npy
scissors,scissors-set2 (664),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (664).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (664)_cam7.npy
ok,ok_7010,train,./dataset/skeleton_final_v2/ok/ok_7010.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7010_cam7.npy
thumbup,thumbup (314),train,./dataset/skeleton_final_v2/thumbup/thumbup (314).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (314)_cam7.npy
the-finger,the-finger (39),train,./dataset/skeleton_final_v2/the-finger/the-finger (39).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (39)_cam7.npy
thumbup,thumbup (206),train,./dataset/skeleton_final_v2/thumbup/thumbup (206).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (206)_cam7.npy
ok,ok_7685,train,./dataset/skeleton_final_v2/ok/ok_7685.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7685_cam7.npy
paper,paper-set2 (177),train,./dataset/skeleton_final_v2/paper/paper-set2 (177).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (177)_cam7.npy
thumbup,hand-11-2155,train,./dataset/skeleton_final_v2/thumbup/hand-11-2155.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-11-2155_cam7.npy
rock,rock-set2 (284),train,./dataset/skeleton_final_v2/rock/rock-set2 (284).npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (284)_cam7.npy
thumbdown,thumbdown_2241,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_2241.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_2241_cam7.npy
the-finger,the-finger-set2 (218),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (218).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (218)_cam7.npy
the-finger,the-finger_6465,train,./dataset/skeleton_final_v2/the-finger/the-finger_6465.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_6465_cam7.npy
